Id,Percentage in Operating Systems,Percentage in Algorithms,Percentage in Software Engineering,Percentage in Computer Networks,Percentage in Electronics Subjects,Percentage in Computer Architecture,Percentage in Mathematics,Communication skills rating,Hours working per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system?,self-learning capability?,Extra-courses did,Certifications 1,Certifications 2,reading and writing skills,memory capability score,Interested subjects,interested career area ,Job/Higher Studies?,Type of company want to settle in?,Management or Technical,worked in teams ever?,Introvert,Suggested Job Role
5205,65,63,60,90,91,63,92,60,4,9,1,3,1,yes,no,yes,python,database security,excellent,excellent,parallel computing,system developer,higherstudies,Cloud Services,Technical,yes,no,Software Engineer
5206,90,82,72,91,71,92,81,86,6,5,3,5,3,no,no,no,r programming,database security,poor,medium,cloud computing,Business process analyst,higherstudies,Cloud Services,Technical,yes,yes,Software Engineer
5207,78,77,85,65,80,62,86,85,11,1,6,7,1,yes,no,yes,information security,hacking,medium,excellent,Management,security,higherstudies,Web Services,Management,no,no,Information Technology Manager
5208,89,62,63,84,60,73,62,71,6,9,0,4,9,no,yes,no,information security,hacking,poor,poor,Software Engineering,developer,job,Testing and Maintainance Services,Technical,yes,yes,Network Security Administrator
5209,68,89,79,62,77,66,73,73,11,7,6,4,5,yes,yes,no,r programming,testing,excellent,medium,networks,developer,job,Finance,Technical,no,no,Network Engineer
5210,85,89,74,63,85,69,68,79,12,6,4,8,9,no,no,yes,machine learning,game development,excellent,medium,hacking,cloud computing,higherstudies,Sales and Marketing,Technical,yes,yes,CRM Technical Developer
5211,60,61,62,76,61,69,73,89,12,8,1,2,6,no,no,no,shell programming,data science,excellent,excellent,Software Engineering,security,job,SAaS services,Management,yes,no,CRM Business Analyst
5212,61,86,61,64,63,92,62,87,12,1,3,4,9,no,yes,no,python,database security,medium,poor,cloud computing,Business process analyst,job,Web Services,Technical,no,no,Information Technology Manager
5213,60,93,83,67,89,86,71,66,5,6,1,1,6,yes,no,yes,r programming,database security,medium,excellent,Management,developer,job,Web Services,Management,yes,no,Technical Engineer
5214,63,84,77,72,65,82,88,68,5,9,2,8,7,yes,yes,yes,hadoop,hacking,medium,poor,data engineering,testing,higherstudies,Testing and Maintainance Services,Management,yes,yes,Database Developer
5215,62,71,93,73,71,83,94,83,12,6,0,9,4,yes,yes,yes,information security,hacking,excellent,medium,data engineering,system developer,job,Finance,Technical,yes,no,Programmer Analyst
5216,88,92,60,84,74,76,67,61,9,8,3,9,4,no,yes,yes,machine learning,database security,poor,poor,cloud computing,Business process analyst,higherstudies,Service Based,Management,no,no,Software Systems Engineer
5217,82,62,84,94,60,86,76,79,7,3,3,7,8,yes,yes,yes,full stack,database security,medium,poor,data engineering,system developer,job,Cloud Services,Management,yes,yes,Information Security Analyst
5218,64,85,94,60,67,81,91,64,9,3,2,9,7,yes,yes,no,distro making,system designing,excellent,medium,Computer Architecture,cloud computing,higherstudies,Testing and Maintainance Services,Technical,no,yes,Systems Security Administrator
5219,92,64,73,75,92,76,83,94,9,6,0,1,3,no,yes,no,full stack,web technologies,excellent,excellent,Computer Architecture,developer,higherstudies,Service Based,Technical,yes,no,Software Engineer
5220,84,86,65,77,78,63,93,79,6,8,3,9,5,yes,yes,yes,information security,hacking,medium,medium,IOT,testing,job,Cloud Services,Technical,no,no,Information Security Analyst
5221,67,74,84,94,85,79,76,92,7,3,1,6,8,yes,yes,yes,full stack,hacking,excellent,poor,Computer Architecture,Business process analyst,job,Product based,Technical,yes,no,Design & UX
5222,94,76,79,91,68,76,69,86,5,2,5,6,4,no,yes,no,machine learning,game development,medium,excellent,IOT,cloud computing,higherstudies,Sales and Marketing,Management,no,no,CRM Business Analyst
5223,65,72,67,72,67,88,69,90,5,8,4,8,5,no,yes,no,python,game development,poor,medium,data engineering,Business process analyst,job,BPA,Technical,no,yes,Business Systems Analyst
5224,79,72,87,80,73,71,78,78,7,1,6,1,5,no,yes,no,information security,system designing,excellent,poor,Software Engineering,testing,higherstudies,SAaS services,Technical,no,yes,UX Designer
5225,75,86,78,65,88,75,72,81,4,2,1,7,1,yes,no,no,shell programming,testing,poor,medium,parallel computing,system developer,higherstudies,BPA,Management,yes,yes,Software Engineer
5226,64,89,76,74,86,62,81,74,6,9,3,5,5,no,no,no,distro making,testing,excellent,excellent,networks,developer,job,product development,Management,no,no,Database Administrator
5227,78,66,73,81,63,93,73,73,8,1,5,2,1,no,yes,no,information security,web technologies,poor,poor,Management,cloud computing,job,Cloud Services,Technical,no,no,Information Technology Auditor
5228,67,92,92,81,81,78,72,85,11,7,5,3,5,no,yes,no,r programming,data science,medium,poor,parallel computing,Business process analyst,job,Web Services,Management,no,yes,Network Security Administrator
5229,92,80,72,89,82,83,91,89,7,5,1,6,6,no,yes,yes,python,testing,poor,poor,data engineering,testing,higherstudies,Sales and Marketing,Technical,no,no,Database Manager
5230,80,73,85,79,64,60,90,66,8,8,6,3,9,yes,yes,no,information security,web technologies,poor,medium,hacking,developer,job,Product based,Management,yes,no,Systems Security Administrator
5231,67,66,68,69,91,92,62,88,9,9,1,9,3,yes,no,yes,r programming,game development,excellent,medium,IOT,cloud computing,higherstudies,product development,Management,yes,no,Software Quality Assurance (QA) / Testing
5232,94,91,94,64,65,82,79,84,6,8,3,7,9,yes,no,no,information security,game development,excellent,excellent,hacking,security,higherstudies,BPA,Technical,yes,yes,Network Security Administrator
5233,65,94,87,77,60,69,68,61,5,4,6,6,9,yes,yes,no,app development,database security,medium,excellent,Management,security,higherstudies,Product based,Management,no,yes,Systems Analyst
5234,92,68,76,76,67,73,90,61,4,9,0,6,5,no,no,yes,r programming,hacking,medium,medium,parallel computing,cloud computing,higherstudies,BPA,Management,yes,yes,Solutions Architect
5235,66,88,70,69,73,70,64,72,10,5,2,3,7,yes,yes,no,distro making,system designing,poor,poor,networks,security,job,Cloud Services,Management,no,yes,Software Engineer
5236,89,76,74,67,87,82,71,76,5,6,6,5,6,no,yes,yes,r programming,database security,poor,medium,Software Engineering,system developer,job,Service Based,Management,yes,yes,Database Developer
5237,93,89,75,67,88,67,64,60,10,1,1,9,4,no,no,yes,python,game development,medium,excellent,Software Engineering,developer,job,Web Services,Technical,no,no,Programmer Analyst
5238,76,88,60,60,78,88,87,62,10,3,1,7,2,no,yes,no,distro making,database security,poor,medium,hacking,testing,higherstudies,Testing and Maintainance Services,Management,no,yes,Software Systems Engineer
5239,69,72,71,67,73,78,92,62,7,6,4,5,1,yes,no,no,hadoop,testing,medium,poor,hacking,developer,job,Product based,Management,no,yes,E-Commerce Analyst
5240,85,65,71,83,71,75,64,79,11,6,1,2,2,no,no,yes,r programming,data science,poor,medium,Computer Architecture,system developer,job,Cloud Services,Management,no,yes,Quality Assurance Associate
5241,63,68,88,62,68,77,89,90,4,7,2,2,6,no,no,yes,hadoop,game development,medium,poor,programming,security,job,Service Based,Technical,no,yes,Solutions Architect
5242,83,92,91,83,65,88,90,63,7,2,5,1,3,yes,no,yes,machine learning,database security,excellent,excellent,parallel computing,developer,job,Service Based,Management,yes,yes,CRM Business Analyst
5243,68,61,79,88,60,62,73,72,4,9,0,7,5,no,yes,no,shell programming,cloud computing,poor,medium,data engineering,developer,higherstudies,Product based,Management,yes,no,Project Manager
5244,94,71,90,83,82,77,61,74,11,9,2,3,5,no,no,yes,hadoop,cloud computing,medium,excellent,parallel computing,system developer,higherstudies,Finance,Technical,no,yes,Database Developer
5245,70,68,77,92,79,67,94,86,10,1,3,8,4,no,no,yes,distro making,system designing,medium,poor,Management,security,job,Cloud Services,Technical,no,no,Business Intelligence Analyst
5246,67,67,90,79,67,65,91,87,5,7,1,7,2,no,no,yes,information security,game development,medium,poor,hacking,system developer,job,Finance,Technical,no,no,Portal Administrator
5247,69,64,88,64,92,86,60,79,5,6,4,6,6,no,yes,no,python,testing,medium,poor,Management,developer,higherstudies,Service Based,Management,yes,yes,E-Commerce Analyst
5248,64,71,60,83,65,78,64,60,12,2,1,7,7,no,no,yes,python,hacking,medium,poor,Computer Architecture,Business process analyst,job,Sales and Marketing,Technical,no,yes,Software Quality Assurance (QA) / Testing
5249,83,81,74,65,66,81,90,77,6,2,4,7,5,yes,yes,no,shell programming,web technologies,poor,poor,networks,security,job,Web Services,Management,no,no,Technical Support
5250,67,69,62,87,91,86,61,72,5,9,1,7,2,yes,yes,yes,hadoop,data science,poor,excellent,programming,security,job,BPA,Technical,yes,no,CRM Technical Developer
5251,83,93,82,89,87,85,74,75,11,9,6,7,4,no,yes,no,machine learning,cloud computing,medium,excellent,data engineering,security,higherstudies,Cloud Services,Management,yes,yes,E-Commerce Analyst
5252,86,65,83,69,87,84,60,81,9,9,3,5,9,yes,yes,no,distro making,cloud computing,poor,poor,cloud computing,testing,higherstudies,Web Services,Management,yes,yes,Network Security Administrator
5253,77,62,70,69,67,76,64,85,10,4,0,9,5,no,no,yes,machine learning,database security,excellent,medium,Management,security,job,Finance,Technical,no,no,UX Designer
5254,89,84,90,86,86,94,68,78,5,4,1,9,9,no,yes,no,shell programming,game development,excellent,excellent,hacking,system developer,higherstudies,Cloud Services,Technical,yes,no,Business Intelligence Analyst
5255,79,82,88,66,78,70,79,87,9,8,6,5,1,no,no,yes,information security,hacking,excellent,excellent,Computer Architecture,security,job,product development,Management,yes,no,Database Manager
5256,70,64,78,85,85,91,76,76,4,5,2,6,1,yes,no,yes,machine learning,cloud computing,poor,poor,IOT,cloud computing,higherstudies,Service Based,Technical,yes,yes,Systems Security Administrator
5257,83,94,66,81,64,74,69,65,11,2,2,4,4,no,no,no,hadoop,game development,excellent,medium,Computer Architecture,system developer,job,product development,Management,no,yes,Technical Engineer
5258,82,91,94,69,90,85,84,92,7,2,4,3,7,yes,yes,yes,information security,cloud computing,excellent,poor,programming,security,higherstudies,SAaS services,Technical,no,no,Mobile Applications Developer
5259,70,89,89,68,61,72,86,82,11,5,1,4,1,yes,yes,yes,shell programming,data science,excellent,poor,IOT,Business process analyst,job,BPA,Technical,no,yes,E-Commerce Analyst
5260,84,87,81,91,63,60,67,78,9,5,3,7,1,yes,yes,yes,distro making,cloud computing,poor,medium,data engineering,security,higherstudies,Product based,Technical,yes,yes,Software Systems Engineer
5261,92,76,92,67,84,66,83,68,5,2,1,6,3,no,yes,no,r programming,game development,medium,poor,Software Engineering,cloud computing,higherstudies,Sales and Marketing,Management,yes,yes,Data Architect
5262,67,89,64,87,70,80,84,92,9,7,3,3,5,yes,no,yes,information security,cloud computing,poor,poor,IOT,Business process analyst,job,Service Based,Management,yes,no,Network Security Administrator
5263,84,78,87,82,94,94,61,79,5,3,2,3,6,yes,yes,yes,app development,system designing,excellent,poor,networks,testing,job,BPA,Management,no,no,Data Architect
5264,65,75,63,61,71,62,94,74,6,2,1,2,1,no,no,yes,shell programming,hacking,excellent,poor,parallel computing,testing,job,Product based,Management,no,no,Network Security Administrator
5265,63,70,85,92,91,65,60,84,8,1,2,2,1,no,no,yes,app development,system designing,excellent,medium,Management,testing,job,Testing and Maintainance Services,Technical,yes,no,Systems Analyst
5266,78,70,75,75,89,83,74,89,6,3,2,9,1,no,no,yes,information security,cloud computing,poor,excellent,data engineering,developer,job,BPA,Management,no,yes,UX Designer
5267,79,83,64,94,69,70,73,77,4,7,0,3,9,no,yes,yes,app development,game development,poor,poor,Software Engineering,developer,job,SAaS services,Management,no,yes,Network Security Engineer
5268,61,88,84,88,74,93,72,94,6,9,6,3,7,yes,no,no,machine learning,system designing,poor,medium,cloud computing,cloud computing,higherstudies,Sales and Marketing,Technical,yes,yes,Information Technology Auditor
5269,68,84,62,62,62,61,82,63,12,8,6,3,5,no,no,yes,hadoop,testing,excellent,excellent,IOT,cloud computing,higherstudies,Product based,Management,no,no,Portal Administrator
5270,67,72,87,79,92,77,80,83,10,6,5,8,3,yes,yes,yes,full stack,web technologies,poor,poor,parallel computing,developer,job,BPA,Technical,yes,yes,Technical Services/Help Desk/Tech Support
5271,77,86,71,70,66,92,73,89,5,2,6,1,7,yes,yes,no,distro making,hacking,excellent,poor,parallel computing,developer,higherstudies,Product based,Technical,no,yes,Programmer Analyst
5272,72,77,62,76,66,79,63,69,6,2,6,1,6,no,no,no,information security,database security,medium,poor,data engineering,developer,higherstudies,Cloud Services,Management,yes,yes,Software Engineer
5273,75,89,80,86,84,74,73,78,6,4,0,7,3,yes,yes,no,distro making,testing,medium,medium,IOT,developer,job,SAaS services,Management,no,no,Systems Analyst
5274,81,68,63,84,68,67,80,88,11,9,1,5,8,yes,yes,no,information security,testing,medium,excellent,Management,developer,job,Web Services,Management,no,no,Project Manager
5275,90,61,80,73,92,66,60,66,11,7,6,5,2,no,no,no,machine learning,data science,poor,medium,cloud computing,cloud computing,higherstudies,BPA,Technical,yes,yes,Software Quality Assurance (QA) / Testing
5276,83,87,69,64,79,71,71,71,8,7,4,7,7,no,no,no,python,system designing,medium,medium,IOT,testing,higherstudies,Service Based,Management,no,yes,Web Developer
5277,92,87,90,89,80,91,62,65,9,8,2,4,2,yes,no,yes,shell programming,game development,excellent,medium,programming,system developer,job,Cloud Services,Technical,no,no,Information Security Analyst
5278,73,63,63,67,79,72,64,89,6,2,3,5,9,yes,no,yes,app development,game development,poor,medium,Management,system developer,job,product development,Technical,yes,yes,Software Developer
5279,64,93,88,80,89,64,69,65,6,2,5,7,7,yes,yes,yes,r programming,system designing,medium,poor,Computer Architecture,security,higherstudies,Cloud Services,Technical,yes,yes,Software Engineer
5280,71,87,73,66,67,83,65,89,7,8,5,9,1,yes,no,no,distro making,game development,medium,excellent,Management,cloud computing,job,Product based,Management,no,no,Business Systems Analyst
5281,84,75,89,79,72,89,63,60,6,1,5,4,4,yes,no,yes,app development,hacking,poor,excellent,Computer Architecture,system developer,job,Product based,Management,no,no,Technical Services/Help Desk/Tech Support
5282,63,91,74,89,71,74,66,86,5,2,3,4,2,yes,yes,no,hadoop,data science,medium,poor,hacking,system developer,job,Testing and Maintainance Services,Technical,no,yes,Programmer Analyst
5283,63,89,79,93,91,63,90,60,6,2,5,6,9,yes,no,yes,information security,game development,poor,poor,programming,security,higherstudies,Finance,Technical,no,yes,Software Engineer
5284,90,61,67,72,91,85,72,67,7,2,0,1,1,no,yes,no,full stack,web technologies,poor,excellent,cloud computing,developer,higherstudies,Web Services,Management,yes,yes,Mobile Applications Developer
5285,80,91,91,80,82,79,66,67,7,2,3,9,7,yes,yes,yes,app development,system designing,poor,poor,Computer Architecture,Business process analyst,job,Testing and Maintainance Services,Management,no,yes,Data Architect
5286,83,81,91,60,79,75,87,62,8,9,3,3,2,yes,yes,yes,distro making,system designing,excellent,poor,hacking,security,job,Cloud Services,Management,yes,no,Network Engineer
5287,78,81,60,71,61,75,88,78,10,7,6,4,5,no,yes,yes,hadoop,game development,poor,excellent,hacking,system developer,job,Sales and Marketing,Technical,no,yes,Data Architect
5288,79,78,70,91,64,64,87,88,4,3,0,2,5,no,no,yes,hadoop,data science,excellent,medium,hacking,cloud computing,job,Service Based,Management,no,yes,Information Technology Auditor
5289,94,61,90,79,69,70,75,68,4,4,0,8,7,no,yes,no,shell programming,cloud computing,medium,poor,cloud computing,security,higherstudies,Finance,Management,yes,no,Applications Developer
5290,82,94,82,76,88,75,63,93,12,8,5,1,4,yes,yes,no,hadoop,testing,excellent,excellent,Computer Architecture,system developer,higherstudies,Web Services,Technical,no,no,Applications Developer
5291,62,69,84,77,76,85,94,64,6,4,1,4,9,no,yes,no,machine learning,testing,medium,medium,parallel computing,developer,job,Web Services,Technical,no,yes,Business Intelligence Analyst
5292,82,86,68,69,64,90,89,79,9,8,6,5,4,yes,no,yes,hadoop,system designing,excellent,medium,programming,testing,job,SAaS services,Management,no,no,Database Developer
5293,92,71,91,89,87,74,69,73,5,7,1,5,6,no,yes,yes,python,data science,poor,excellent,hacking,cloud computing,higherstudies,Cloud Services,Technical,yes,no,Software Engineer
5294,81,74,82,91,81,90,92,91,12,3,6,6,1,yes,yes,yes,hadoop,system designing,excellent,medium,IOT,security,higherstudies,BPA,Management,yes,yes,Mobile Applications Developer
5295,69,68,61,71,66,64,77,92,6,4,2,9,6,yes,yes,no,r programming,system designing,medium,poor,hacking,cloud computing,job,Web Services,Technical,no,yes,Network Security Engineer
5296,86,93,83,62,81,63,90,90,6,8,3,3,4,yes,yes,no,hadoop,cloud computing,medium,excellent,cloud computing,Business process analyst,higherstudies,Service Based,Technical,yes,yes,Web Developer
5297,63,71,68,72,84,86,74,75,12,9,5,7,1,no,yes,no,python,cloud computing,medium,poor,hacking,testing,higherstudies,Product based,Management,yes,yes,Network Security Administrator
5298,73,73,61,71,61,91,63,88,11,8,5,8,7,no,no,yes,distro making,hacking,poor,poor,parallel computing,cloud computing,higherstudies,Service Based,Management,yes,yes,Network Security Administrator
5299,62,66,92,76,71,80,73,89,12,2,1,1,7,no,no,yes,r programming,testing,medium,poor,data engineering,security,higherstudies,SAaS services,Management,no,yes,Technical Support
5300,60,81,71,69,74,71,77,78,9,8,1,6,5,yes,no,no,hadoop,testing,medium,excellent,networks,Business process analyst,job,Sales and Marketing,Technical,no,yes,Business Intelligence Analyst
5301,60,90,80,74,64,63,76,65,6,5,6,8,4,no,no,no,shell programming,testing,poor,medium,cloud computing,system developer,higherstudies,Web Services,Management,yes,yes,Information Technology Manager
5302,72,63,81,61,69,60,61,90,10,4,5,9,1,yes,no,no,app development,cloud computing,medium,medium,cloud computing,testing,job,Cloud Services,Management,no,no,UX Designer
5303,67,78,83,91,79,80,74,92,6,3,6,9,7,yes,no,yes,full stack,hacking,medium,poor,IOT,cloud computing,higherstudies,Web Services,Management,yes,no,Technical Engineer
5304,86,94,77,65,66,63,70,65,5,6,1,6,1,yes,yes,yes,app development,hacking,medium,poor,Computer Architecture,cloud computing,higherstudies,Cloud Services,Technical,yes,no,Software Quality Assurance (QA) / Testing
5305,60,76,93,69,66,68,89,83,8,6,5,7,2,no,no,no,full stack,system designing,medium,poor,networks,security,job,Cloud Services,Management,no,yes,Systems Security Administrator
5306,71,64,92,75,87,85,67,88,5,8,2,7,3,no,no,no,app development,web technologies,excellent,medium,cloud computing,testing,higherstudies,Service Based,Management,yes,yes,Database Developer
5307,72,77,77,80,92,93,80,69,5,9,5,3,7,no,no,yes,r programming,cloud computing,medium,poor,hacking,system developer,higherstudies,Testing and Maintainance Services,Management,no,no,Information Technology Manager
5308,74,91,83,76,63,60,77,61,12,2,1,6,7,no,no,no,r programming,hacking,medium,medium,IOT,cloud computing,job,SAaS services,Technical,yes,no,Information Security Analyst
5309,64,94,93,64,64,81,74,63,7,8,2,5,6,no,no,no,machine learning,cloud computing,excellent,poor,data engineering,Business process analyst,job,Service Based,Management,yes,yes,UX Designer
5310,83,75,73,72,83,65,82,71,7,3,1,4,2,no,yes,no,machine learning,system designing,poor,poor,Computer Architecture,cloud computing,higherstudies,product development,Management,yes,no,Systems Analyst
5311,75,88,74,62,66,63,85,86,11,4,3,6,7,no,no,no,shell programming,hacking,medium,medium,programming,testing,higherstudies,SAaS services,Technical,no,yes,Business Intelligence Analyst
5312,93,77,83,63,66,73,65,77,11,9,3,8,7,no,yes,no,app development,hacking,poor,poor,Computer Architecture,testing,higherstudies,Finance,Technical,yes,yes,CRM Business Analyst
5313,85,89,85,77,84,79,60,75,4,7,1,3,3,yes,no,no,app development,web technologies,medium,poor,programming,cloud computing,job,SAaS services,Technical,yes,no,Database Administrator
5314,70,72,71,60,87,87,91,89,12,5,6,5,7,yes,yes,yes,shell programming,hacking,excellent,excellent,Software Engineering,security,higherstudies,product development,Technical,yes,no,UX Designer
5315,66,83,76,84,65,62,88,83,6,1,1,3,1,yes,yes,yes,distro making,database security,medium,poor,IOT,security,higherstudies,Service Based,Management,no,yes,Systems Security Administrator
5316,70,63,78,92,83,64,92,60,4,8,6,6,1,yes,no,yes,shell programming,hacking,excellent,medium,programming,developer,job,Sales and Marketing,Technical,no,yes,Systems Security Administrator
5317,74,64,66,93,67,80,68,75,4,4,6,2,8,yes,no,yes,distro making,web technologies,excellent,medium,programming,cloud computing,job,Sales and Marketing,Management,no,no,Applications Developer
5318,85,86,85,85,88,70,66,84,9,7,2,4,5,yes,yes,no,information security,hacking,medium,poor,cloud computing,Business process analyst,higherstudies,SAaS services,Management,yes,no,Systems Security Administrator
5319,80,89,92,74,70,75,72,88,12,6,2,6,7,yes,yes,yes,shell programming,web technologies,excellent,poor,Management,system developer,job,SAaS services,Management,no,yes,Network Security Administrator
5320,86,72,84,80,70,75,80,76,8,5,6,5,7,yes,no,no,information security,web technologies,excellent,poor,Management,developer,higherstudies,Service Based,Management,no,yes,Web Developer
5321,92,79,64,86,69,87,66,80,12,3,5,3,3,no,no,no,shell programming,cloud computing,excellent,excellent,hacking,system developer,job,Testing and Maintainance Services,Technical,no,no,Project Manager
5322,86,88,62,77,92,83,89,86,5,9,4,5,1,yes,no,yes,shell programming,testing,poor,excellent,parallel computing,security,higherstudies,product development,Management,no,no,Network Security Administrator
5323,87,61,74,61,90,64,75,93,11,7,1,4,8,yes,no,yes,hadoop,cloud computing,medium,poor,data engineering,system developer,higherstudies,product development,Management,no,no,UX Designer
5324,67,73,66,88,74,62,89,70,12,9,6,8,7,yes,no,no,python,web technologies,poor,medium,IOT,system developer,higherstudies,BPA,Management,yes,yes,Software Quality Assurance (QA) / Testing
5325,81,68,81,62,86,94,67,68,11,6,5,6,7,no,no,no,python,data science,poor,poor,cloud computing,testing,job,Web Services,Management,no,yes,Programmer Analyst
5326,89,94,93,68,70,79,73,61,8,2,2,6,2,yes,no,no,distro making,database security,medium,poor,cloud computing,testing,higherstudies,Web Services,Management,no,no,Solutions Architect
5327,79,69,86,79,77,74,83,88,8,7,6,8,3,no,no,no,information security,hacking,poor,medium,networks,system developer,job,product development,Technical,yes,no,Solutions Architect
5328,75,75,91,81,69,91,60,78,10,4,5,2,5,yes,no,no,shell programming,hacking,poor,poor,IOT,Business process analyst,job,Finance,Management,yes,no,Quality Assurance Associate
5329,84,74,86,73,91,90,84,76,6,4,2,6,3,no,yes,no,shell programming,hacking,excellent,medium,programming,cloud computing,job,Sales and Marketing,Technical,no,yes,Software Engineer
5330,81,86,63,64,74,85,84,82,9,4,5,7,3,yes,no,yes,python,database security,excellent,medium,parallel computing,system developer,job,Web Services,Technical,no,no,Network Engineer
5331,91,63,91,93,76,70,72,93,10,5,2,1,4,yes,no,yes,distro making,hacking,medium,excellent,cloud computing,system developer,higherstudies,Product based,Technical,yes,no,Programmer Analyst
5332,69,89,94,67,91,74,75,87,4,3,3,3,9,yes,no,yes,full stack,game development,medium,medium,networks,Business process analyst,higherstudies,Finance,Management,yes,yes,Quality Assurance Associate
5333,94,78,74,72,65,86,60,90,12,4,1,5,3,yes,no,yes,full stack,testing,excellent,excellent,data engineering,security,higherstudies,Testing and Maintainance Services,Technical,no,no,UX Designer
5334,76,78,85,82,63,81,66,67,5,2,2,8,4,yes,yes,no,machine learning,data science,excellent,poor,IOT,developer,job,Sales and Marketing,Technical,yes,yes,Solutions Architect
5335,88,85,83,69,86,79,89,71,10,8,0,9,7,yes,yes,no,r programming,web technologies,excellent,medium,Computer Architecture,security,higherstudies,SAaS services,Management,yes,no,Project Manager
5336,63,90,71,88,94,88,85,60,7,7,2,7,7,no,no,yes,app development,data science,medium,excellent,IOT,Business process analyst,job,Testing and Maintainance Services,Technical,yes,no,Systems Security Administrator
5337,66,63,89,62,86,84,67,65,5,5,3,3,6,no,yes,no,full stack,web technologies,poor,medium,programming,security,higherstudies,SAaS services,Technical,yes,no,Design & UX
5338,89,67,85,81,62,91,73,85,5,5,2,5,1,no,no,yes,full stack,system designing,poor,medium,parallel computing,cloud computing,job,Finance,Management,yes,no,Information Security Analyst
5339,62,76,67,92,73,60,72,85,7,2,2,3,1,no,no,no,r programming,data science,poor,medium,programming,cloud computing,job,BPA,Technical,yes,no,Database Developer
5340,64,62,62,92,71,79,81,63,10,4,0,6,6,no,no,yes,r programming,system designing,medium,medium,programming,security,higherstudies,Finance,Management,yes,no,Mobile Applications Developer
5341,94,62,76,73,90,64,86,88,10,3,2,4,6,yes,yes,yes,distro making,testing,poor,medium,hacking,testing,job,SAaS services,Management,yes,no,Information Security Analyst
5342,84,79,64,85,79,70,89,62,11,3,2,7,9,yes,no,yes,full stack,cloud computing,excellent,medium,Software Engineering,testing,higherstudies,Finance,Technical,yes,no,Database Developer
5343,76,93,66,94,84,94,85,72,12,8,1,2,1,yes,no,yes,app development,hacking,medium,medium,networks,system developer,job,Sales and Marketing,Technical,no,no,Information Technology Manager
5344,80,82,77,80,74,64,62,60,4,4,2,8,4,no,yes,no,information security,database security,poor,poor,Computer Architecture,security,job,Testing and Maintainance Services,Technical,no,yes,Software Developer
5345,80,84,77,92,74,70,62,66,12,9,1,8,8,yes,no,yes,distro making,game development,excellent,medium,data engineering,testing,job,product development,Technical,no,yes,Quality Assurance Associate
5346,66,88,64,65,60,86,75,84,6,2,2,3,7,yes,no,yes,full stack,web technologies,poor,poor,Software Engineering,testing,job,Sales and Marketing,Technical,yes,yes,Information Security Analyst
5347,77,69,75,79,74,63,81,86,10,7,4,8,3,yes,yes,yes,app development,database security,poor,poor,hacking,testing,higherstudies,product development,Technical,no,no,Technical Engineer
5348,92,82,84,71,76,80,87,84,8,2,4,1,1,no,yes,yes,full stack,testing,poor,medium,programming,developer,job,Testing and Maintainance Services,Management,yes,no,Business Systems Analyst
5349,61,83,68,82,84,74,71,73,10,3,3,8,4,no,yes,yes,shell programming,cloud computing,poor,excellent,cloud computing,Business process analyst,higherstudies,Product based,Technical,yes,yes,Mobile Applications Developer
5350,93,85,86,89,66,79,93,84,6,1,3,9,4,yes,yes,yes,r programming,database security,medium,medium,programming,Business process analyst,higherstudies,Cloud Services,Technical,yes,yes,Software Developer
5351,63,71,94,93,71,91,80,70,8,8,2,1,1,yes,no,yes,information security,data science,poor,medium,Computer Architecture,cloud computing,job,Product based,Management,no,yes,Database Manager
5352,82,73,75,75,60,88,79,78,5,6,3,3,7,no,yes,no,machine learning,data science,excellent,poor,IOT,cloud computing,higherstudies,Service Based,Management,no,no,Mobile Applications Developer
5353,68,92,72,64,81,91,65,88,12,6,6,4,3,yes,yes,yes,python,testing,excellent,medium,programming,cloud computing,higherstudies,product development,Technical,no,yes,Business Intelligence Analyst
5354,70,87,67,85,76,63,74,69,11,4,0,5,7,yes,yes,no,r programming,hacking,excellent,poor,parallel computing,cloud computing,higherstudies,product development,Technical,yes,no,Database Developer
5355,65,75,86,71,84,83,67,83,10,1,5,8,5,yes,no,yes,information security,database security,excellent,excellent,Software Engineering,developer,higherstudies,product development,Management,no,no,Network Engineer
5356,92,74,86,60,89,82,80,92,12,7,1,3,9,yes,no,yes,app development,game development,excellent,poor,hacking,security,higherstudies,Service Based,Technical,yes,yes,Technical Engineer
5357,79,71,81,87,80,73,65,66,8,5,6,6,7,no,no,no,full stack,data science,excellent,medium,IOT,cloud computing,higherstudies,BPA,Technical,yes,yes,UX Designer
5358,86,68,68,90,83,90,82,90,9,4,6,9,1,yes,yes,no,information security,game development,excellent,excellent,data engineering,testing,higherstudies,BPA,Technical,yes,yes,Programmer Analyst
5359,77,65,74,93,60,92,93,86,9,7,2,5,6,no,yes,no,machine learning,data science,medium,excellent,data engineering,cloud computing,higherstudies,Cloud Services,Management,no,yes,Technical Services/Help Desk/Tech Support
5360,75,65,92,90,69,93,60,78,5,5,3,7,3,yes,no,no,hadoop,system designing,poor,poor,Management,system developer,higherstudies,SAaS services,Technical,no,no,Applications Developer
5361,94,61,77,60,93,81,87,61,11,3,5,9,8,no,yes,no,r programming,database security,excellent,excellent,Software Engineering,security,job,Finance,Management,yes,yes,E-Commerce Analyst
5362,86,74,61,75,83,92,82,77,9,7,4,5,9,no,yes,no,app development,testing,poor,excellent,networks,testing,higherstudies,SAaS services,Management,no,yes,Technical Services/Help Desk/Tech Support
